0.0001360058 USU Busuanga, Philippines
0.0001359719 AMA Rick Husband Amarillo Intl, United States
0.0001359507 SBA Santa Barbara Muni, United States
0.0001358818 NMA Namangan Airport, Uzbekistan
0.0001358203 GHA Noumerat, Algeria
0.0001357994 FNT Bishop International, United States
0.0001357419 ROR Babelthuap, Palau
0.0001356932 BJF Batsfjord, Norway
0.0001356736 BIK Frans Kaisiepo, Indonesia
0.0001356555 TVF Thief River Falls, United States
0.0001356245 KEH Kenmore Air Harbor Inc Seaplane Base, United States
0.0001353331 CAY Rochambeau, French Guiana
0.0001349902 CFE Auvergne, France
0.0001348275 YHM Hamilton, Canada
0.0001347763 XSB Sir Bani Yas Island, United Arab Emirates
0.0001347763 ZDY Dalma Airport, United Arab Emirates
0.0001346476 IXR Birsa Munda, India
0.0001345919 YVM Qikiqtarjuaq, Canada
0.0001345757 KGF Sary-Arka, Kazakhstan
0.0001345469 UUD Mukhino, Russia
0.0001345263 YWJ Deline, Canada
0.0001344328 YTE Cape Dorset, Canada
0.0001342599 MTM Metlakatla Seaplane Base, United States
0.0001340073 TAC Daniel Z Romualdez, Philippines
0.0001339287 FDH Friedrichshafen, Germany
0.0001337714 APO Apartadó Airport, Colombia
0.000133748 DIK Dickinson Theodore Roosevelt Regional Airport, United States
0.0001336634 PGU Persian Gulf Airport, Iran
0.0001332249 JCK Julia Creek Airport, Australia
0.0001332124 TUP Tupelo Regional Airport, United States
0.0001330174 STX Henry E Rohlsen, Virgin Islands
0.0001328852 NBX Nabire, Indonesia
0.0001328229 ATQ Amritsar, India
0.0001327643 PSG Petersburg James A. Johnson, United States
0.0001326843 FAV Fakarava, French Polynesia
0.0001326843 XMH Manihi, French Polynesia
0.0001326843 MVT Mataiva, French Polynesia
0.0001326225 SMI Samos, Greece
0.0001326174 GDQ Gondar, Ethiopia
0.0001326102 MLM General Francisco J Mujica Intl, Mexico
0.0001325163 KGI Kalgoorlie Boulder, Australia
0.0001323828 YXJ Fort St John, Canada
0.0001322122 TZX Trabzon, Turkey
0.0001321326 POI Capitan Nicolas Rojas, Bolivia
0.0001321077 FBM Lubumbashi Intl, Congo (Kinshasa)
0.0001320294 FKQ Fak Fak, Indonesia
0.0001319902 ROT Rotorua, New Zealand
0.0001318813 RAP Rapid City Regional Airport, United States
0.0001318196 SBH Saint Barthelemy, France
0.0001317946 HAU Karmoy, Norway
0.0001316385 AOK Karpathos, Greece
0.0001316147 SKB Robert L Bradshaw, Saint Kitts and Nevis
0.0001315517 PLW Mutiara, Indonesia
0.000131512 SEB Sebha, Libya
0.000131488 MRY Monterey Peninsula, United States
0.0001311562 YIN Yining Airport, China
0.0001310948 ZAZ Zaragoza Ab, Spain
0.0001309704 SFN Sauce Viejo, Argentina
0.0001308407 MQH Minacu Airport, Brazil
0.0001308229 FSZ Mt. Fuji Shizuoka Airport, Japan
0.0001307976 NVT Ministro Victor Konder Intl, Brazil
0.0001306645 LWY Lawas Airport, Malaysia
0.0001306422 YVB Bonaventure Airport, Canada
0.0001302953 KYU Koyukuk Airport, United States
0.0001301886 HYN Huangyan Luqiao Airport, China
0.000130152 URG Rubem Berta, Brazil
0.0001301139 SDK Sandakan, Malaysia
0.0001300691 IPA Ipota Airport, Vanuatu
0.0001300691 FTA Futuna Airport, Vanuatu
0.0001300691 DLY Dillon's Bay Airport, Vanuatu
0.0001300691 AWD Aniwa Airport, Vanuatu
0.0001300691 AUY Anelghowhat Airport, Vanuatu
0.0001300106 BVB Boa Vista, Brazil
0.0001299103 GTF Great Falls Intl, United States
0.0001299009 JNG Jining Airport , China
0.0001298363 RKT Ras Al Khaimah Intl, United Arab Emirates
0.0001297489 BVH Vilhena, Brazil
0.0001296881 TIM Moses Kilangin, Indonesia
0.0001293652 PGF Rivesaltes, France
0.0001292158 PMW Palmas, Brazil
0.000129153 TWU Tawau, Malaysia
0.0001290644 HGD Hughenden Airport, Australia
0.0001290483 YQM Greater Moncton Intl, Canada
0.0001288904 PNZ Senador Nilo Coelho, Brazil
0.0001286417 BTJ Sultan Iskandarmuda, Indonesia
0.0001286324 UMD Uummannaq Heliport, Greenland
0.0001285661 PIZ Point Lay Lrrs, United States
0.0001285548 LVI Livingstone, Zambia
0.000128551 WRG Wrangell Airport, United States
0.0001285494 AUU Aurukun Airport, Australia
0.0001283348 UKK Ust Kamenogorsk Airport, Kazakhstan
0.0001281606 TIF Taif, Saudi Arabia
0.0001281232 SVI Eduardo Falla Solano, Colombia
0.0001281035 OAL Marktoberdorf BF, Germany
0.0001278908 CRW Yeager, United States
0.0001277832 MLS Frank Wiley Field, United States
0.0001277832 SDY Sidney-Richland Municipal Airport, United States
0.0001277695 HRK Osnova International Airport, Ukraine
0.0001276958 IGG Igiugig Airport, United States
0.0001276958 KPV Perryville Airport, United States
0.0001276702 YRG Rigolet Airport, Canada
0.0001276498 HLZ Hamilton, New Zealand
0.0001276498 NSN Nelson, New Zealand
0.0001275597 NDY Sanday Airport, United Kingdom
0.0001275597 SOY Stronsay Airport, United Kingdom
0.0001273797 AOI Falconara, Italy
0.0001273356 OUD Angads, Morocco
0.0001272946 BRQ Turany, Czech Republic
0.000127286 WUS Nanping Wuyishan Airport, China
0.0001272409 HDY Hat Yai Intl, Thailand
0.0001271123 HMA Khanty Mansiysk Airport, Russia
0.0001270239 TLJ Tatalina Lrrs, United States
0.0001267111 JHS Sisimiut Airport, Greenland
0.0001267111 JSU Maniitsoq Airport, Greenland
0.0001264554 RZE Jasionka, Poland
0.0001264543 BAZ Barcelos Airport, Brazil
0.0001264486 SVJ Svolvær Helle Airport, Norway
0.0001263354 BTK Bratsk, Russia
0.0001261659 NYM Nadym Airport, Russia
0.0001259171 PTU Platinum, United States
0.0001257303 CVN Clovis Muni, United States
0.0001256138 BMY Belep Islands Airport, New Caledonia
0.0001255555 RMT Rimatara, French Polynesia
0.0001255555 RVV Raivavae Airport, French Polynesia
0.0001255393 DDC Dodge City Regional Airport, United States
0.0001252247 AXT Akita, Japan
0.0001250476 YYE Fort Nelson, Canada
0.0001249844 BFF Western Nebraska Regional Airport, United States
0.0001249844 AIA Alliance Municipal Airport, United States
0.0001249289 ABK Kabri Dehar Airport, Ethiopia
0.0001249289 GDE Gode Airport, Ethiopia
0.0001248831 JDO Orlando Bezerra de Menezes Airport, Brazil
0.0001248111 IXZ Port Blair, India
0.000124808 TTN Trenton Mercer, United States
0.0001246084 JPR Ji-Paraná Airport, Brazil
0.0001245829 KVD Ganja Airport, Azerbaijan
0.0001245574 BRA Barreiras Airport, Brazil
0.0001244623 TAM General Francisco Javier Mina Intl, Mexico
0.0001242409 LBB Lubbock Preston Smith Intl, United States
0.0001242317 TRZ Trichy, India
0.0001241472 MUX Multan Intl, Pakistan
0.0001241152 LCG A Coruna, Spain
0.0001240988 GDZ Gelendzik, Russia
0.0001240677 SWJ Southwest Bay Airport, Vanuatu
0.0001240677 LPM Lamap Airport, Vanuatu
0.0001239973 GPS Seymour, Ecuador
0.0001239968 NZH Manzhouli, China
0.0001239352 ALH Albany Airport, Australia
0.0001239352 BQB Brusselton, Australia
0.0001238836 MAF Midland Intl, United States
0.000123835 ULO Ulaangom Airport, Mongolia
0.0001236681 NKM Nagoya Airport, Japan
0.0001236458 GES General Santos International Airport, Philippines
0.0001235208 LUK Cincinnati Muni Lunken Fld, United States
0.0001233307 MQN Røssvoll Airport, Norway
0.0001231944 ACY Atlantic City Intl, United States
0.0001231847 BHQ Broken Hill Airport, Australia
0.0001231501 ZIH Ixtapa Zihuatanejo Intl, Mexico
0.0001230725 YBL Campbell River, Canada
0.0001229814 BNN Bronnoy, Norway
0.0001228668 VAI Vanimo Airport, Papua New Guinea
0.0001227992 BBA Balmaceda, Chile
0.0001226794 SNU Abel Santamaria, Cuba
0.0001226586 ASW Aswan Intl, Egypt
0.0001226129 YGZ Grise Fiord Airport, Canada
0.0001224441 IXS Silchar, India
0.0001223192 KOW Ganzhou Airport, China
0.0001222367 TRK Juwata, Indonesia
0.0001220467 NTN Normanton Airport, Australia
0.000121984 ATW Appleton, United States
0.0001218793 YPN Port Menier, Canada
0.0001218707 LLA Kallax, Sweden
0.0001215164 OIT Oita, Japan
0.0001213125 AET Allakaket Airport, United States
0.0001212351 YBG Bagotville, Canada
0.000121235 CXI Cassidy Intl, Kiribati
0.0001211302 LUG Lugano, Switzerland
0.0001209824 TUU Tabuk, Saudi Arabia
0.0001208046 AKX Aktyubinsk, Kazakhstan
0.0001206628 RMA Roma Airport, Australia
0.0001205816 FLW Flores, Portugal
0.0001205353 ANX Andenes, Norway
0.0001205095 MOQ Morondava, Madagascar
0.0001204515 ISN Sloulin Fld Intl, United States
0.0001204225 SOJ Sorkjosen Airport, Norway
0.0001202152 CCF Salvaza, France
0.0001201968 CNY Canyonlands Field, United States
0.0001201897 LYI Shubuling Airport, China
0.000120146 OMH Uromiyeh Airport, Iran
0.0001200676 YOG Ogoki Post Airport, Canada
0.0001199023 CKD Crooked Creek Airport, United States
0.0001197342 ZCO Maquehue, Chile
0.000119721 BMI Central Illinois Rgnl, United States
0.0001194205 KAN Mallam Aminu Intl, Nigeria
0.0001191979 NOS Fascene, Madagascar
0.0001190955 CIT Shymkent, Kazakhstan
0.0001190751 YWL Williams Lake, Canada
0.000119067 DAT Datong Airport, China
0.0001189127 GTE Groote Eylandt Airport, Australia
0.0001189127 GOV Gove Airport, Australia
0.0001188631 BLK Blackpool, United Kingdom
0.0001188435 CIF Chifeng Airport, China
0.0001188361 STI Cibao Intl, Dominican Republic
0.0001188231 FCA Glacier Park Intl, United States
0.0001187125 ZHA Zhanjiang Airport, China
0.0001186354 KLW Klawock Airport, United States
0.0001186101 CFS Coffs Harbour, Australia
0.0001183078 EGO Belgorod International Airport, Russia
0.0001183017 YHY Hay River, Canada
0.000118179 KBV Krabi, Thailand
0.0001181199 TNO Cabo Velas Airport, Costa Rica
0.0001180263 SAF Santa Fe Muni, United States
0.000117998 NOB Nosara, Costa Rica
0.0001179571 YGQ Geraldton Greenstone Regional, Canada
0.000117837 VOZ Chertovitskoye, Russia
0.0001177627 WRY Westray Airport, United Kingdom
0.0001177627 NRL North Ronaldsay Airport, United Kingdom
0.0001174397 CMP Campo Alegre Airport, Brazil
0.0001174389 HIA Huai An Lianshui Airport, China
0.000117422 YAK Yakutat, United States
0.0001173967 IGM Kingman Airport, United States
0.0001172392 KER Kerman, Iran
0.000117142 RDM Roberts Fld, United States
0.000117 LBJ Mutiara Ii, Indonesia
0.0001169034 VGO Vigo, Spain
0.0001168596 AIT Aitutaki, Cook Islands
0.0001168545 PET Pelotas, Brazil
0.0001167601 PSR Pescara, Italy
0.0001166832 BWT Wynyard Airport, Australia
0.0001164841 BNK Ballina Byron Gateway, Australia
0.0001164258 UME Umea, Sweden
0.000116423 ECP Panama City-NW Florida Bea., United States
0.0001163875 GLT Gladstone Airport, Australia
0.0001163533 KUT Kopitnari, Georgia
0.0001163446 CCC Cayo Coco Airport, Cuba
0.0001162237 ZAL Pichoy, Chile
0.0001161903 BGA Palonegro, Colombia
0.000116116 HTY Hatay Airport, Turkey
0.0001160836 NDJ Ndjamena Hassan Djamous, Chad
0.0001160749 LPU Long Apung Airport, Indonesia
0.0001160749 TTR Tana Toraja Airport, Indonesia
0.0001160413 OCC Francisco De Orellana, Ecuador
0.0001158436 DIB Dibrugarh Airport, India
0.0001158323 KET Kengtung, Burma
0.0001158278 AHE Ahe Airport, French Polynesia
0.0001157287 FUG Fuyang Airport, China
0.0001157211 MCP Macapa, Brazil
0.0001156299 HUS Hughes Airport, United States
0.0001155723 GGT Exuma Intl, Bahamas
0.0001155505 CUQ Coen Airport, Australia
0.0001154633 ANM Antsirabato, Madagascar
0.0001154546 JTC Bauru-Arealva, Brazil
0.000115424 YAM Sault Ste Marie, Canada
0.0001154187 SKZ Sukkur, Pakistan
0.0001152008 EXI Excursion Inlet Seaplane Base, United States
0.0001152008 KAE Kake Seaplane Base, United States
0.0001151644 MAJ Marshall Islands Intl, Marshall Islands
0.0001150887 VOG Gumrak, Russia
0.0001150661 LSI Sumburgh, United Kingdom
0.0001150325 PUB Pueblo Memorial, United States
0.0001148962 TKK Chuuk Intl, Micronesia
0.0001148747 FMO Munster Osnabruck, Germany
0.0001147695 ELS East London, South Africa
0.0001147467 TUO Taupo, New Zealand
0.0001147467 WAG Wanganui, New Zealand
0.0001146796 HVG Valan, Norway
0.0001144625 IAS Iasi, Romania
0.0001144101 YXT Terrace, Canada
0.0001143254 TRC Torreon Intl, Mexico
0.0001142878 WTK Noatak Airport, United States
0.0001142878 WLK Selawik Airport, United States
0.0001141101 AGU Jesus Teran Intl, Mexico
0.0001140288 RFD Chicago Rockford International Airport , United States
0.000113947 TMC Tambolaka Airport, Indonesia
0.000113888 VNX Vilankulo, Mozambique
0.0001137431 PKY Tjilik Riwut, Indonesia
0.0001136886 TAI Taiz Intl, Yemen
0.0001134584 MMB Memanbetsu, Japan
0.0001134196 CFC Carlos Alberto da Costa Neves Airport, Brazil
0.0001134083 SRV Stony River 2 Airport, United States
0.0001132624 HUX Bahias De Huatulco Intl, Mexico
0.000113195 TLH Tallahassee Rgnl, United States
0.000113071 SMS Sainte Marie, Madagascar
0.0001130332 WXN Wanxian Airport, China
0.0001128856 TGZ Angel Albino Corzo, Mexico
0.0001128715 MCY Sunshine Coast, Australia
0.0001127952 LYA Luoyang Airport, China
0.0001126299 ENA Kenai Muni, United States
0.0001126299 VDZ Valdez Pioneer Fld, United States
0.0001125914 AXA Wallblake, Anguilla
0.0001125314 BGF Bangui M Poko, Central African Republic
0.00011237 LMP Lampedusa, Italy
0.0001123649 YTF Alma Airport, Canada
0.0001123451 IDA Idaho Falls Rgnl, United States
0.0001122967 LBF North Platte Regional Airport Lee Bird Field, United States
0.0001122504 CUE Mariscal Lamar, Ecuador
0.0001121571 ELH North Eleuthera, Bahamas
0.0001121364 GLK Galcaio Airport, Somalia
0.0001120977 WRL Worland Municipal Airport, United States
0.0001120697 AIU Atiu Island Airport, Cook Islands
0.000111882 YNZ Yancheng Airport, China
0.0001118135 BBK Kasane, Botswana
0.0001118072 MNT Minto Airport, United States
0.0001118072 IRC Circle City Airport, United States
0.0001118034 TUK Turbat International Airport, Pakistan
0.000111713 VAG Major Brigadeiro Trompowsky, Brazil
0.0001116812 JDZ Jingdezhen Airport, China
0.0001115776 SLL Salalah, Oman
0.0001110995 CIH Changzhi Airport, China
0.0001107551 MUN Maturin, Venezuela
0.0001106826 ITO Hilo Intl, United States
0.000110643 SHV Shreveport Rgnl, United States
0.0001106027 ELC Elcho Island Airport, Australia
0.0001106027 MGT Milingimbi Airport, Australia
0.0001105381 LGL Long Lellang Airport, Malaysia
0.0001105381 ODN Long Seridan Airport, Malaysia
0.0001105381 BBN Bario Airport, Malaysia
0.0001105381 LKH Long Akah Airport, Malaysia
0.0001105165 GNV Gainesville Rgnl, United States
0.0001104182 AJL Aizawl, India
0.0001104045 JGS Jing Gang Shan Airport, China
0.0001103481 SRQ Sarasota Bradenton Intl, United States
0.0001103464 MPH Godofredo P, Philippines
0.0001103464 BXU Butuan, Philippines
0.0001103464 OZC Ozamis, Philippines
0.0001102729 VAW Svartnes Airport, Norway
0.0001095909 HRL Valley Intl, United States
0.0001095623 SOG Sogndal Airport, Norway
0.0001094803 TOY Toyama, Japan
0.000109406 VXE Sao Pedro, Cape Verde
0.0001092609 RET Røst Airport, Norway
0.0001091362 SPC La Palma, Spain
0.0001091196 AYQ Ayers Rock, Australia
0.0001091047 HON Huron Rgnl, United States
0.000109066 PKZ Pakse, Laos
0.0001090117 JGN Jiayuguan Airport, China
0.0001089319 GTO Jalaluddin, Indonesia
0.0001088706 PHF Newport News Williamsburg Intl, United States
0.0001088642 FTE El Calafate, Argentina
0.0001088451 BYC Yacuiba, Bolivia
0.0001087859 YXY Whitehorse Intl, Canada
0.000108728 PEM Padre Aldamiz, Peru
0.0001086482 AGM Tasiilaq, Greenland
0.0001084682 RIB Capitán Av. Selin Zeitun Lopez Airport, Bolivia
0.0001083674 REL Almirante Zar, Argentina
0.0001082044 GJT Grand Junction Regional, United States
0.0001081456 AGH Ängelholm-Helsingborg Airport, Sweden
0.0001081357 SRY Sari Dasht E Naz Airport, Iran
0.0001080771 ITB Cachimbo, Brazil
0.0001080526 ASE Aspen Pitkin County Sardy Field, United States
0.0001080386 YRJ Roberval, Canada
0.0001080318 LKL Banak, Norway
0.0001078498 SCY San Cristóbal Airport, Ecuador
0.0001076823 ATM Altamira, Brazil
0.0001074699 ELV Elfin Cove Seaplane Base, United States
0.0001074699 TKE Tenakee Seaplane Base, United States
0.0001074247 GZT Oguzeli, Turkey
0.0001073835 GVR Governador Valadares Airport, Brazil
0.0001072709 YAG Fort Frances Municipal Airport, Canada
0.0001071207 OHE Heilongjiang Mohe Airport, China
0.0001071144 KUH Kushiro Airport, Japan
0.0001071126 HTS Tri State Milton J Ferguson Field, United States
0.0001070887 LRS Leros, Greece
0.0001069985 MIM Merimbula Airport, Australia
0.0001069682 CXR Cam Ranh Airport, Vietnam
0.0001069334 DRK Drake Bay Airport, Costa Rica
0.0001069334 TMU Tambor Airport, Costa Rica
0.000106852 YXU London, Canada
0.0001067129 EOI Eday Airport, United Kingdom
0.0001066939 TUC Teniente Benjamin Matienzo, Argentina
0.0001066939 UAQ San Juan, Argentina
0.0001066939 PDP Capitan Corbeta C A Curbelo International Airport, Uruguay
0.0001065127 YQX Gander Intl, Canada
0.000106457 AVP Wilkes Barre Scranton Intl, United States
0.0001064521 YYG Charlottetown, Canada
0.0001063855 QSF Ain Arnat Airport, Algeria
0.0001063335 IBE Perales, Colombia
0.0001063335 MTR Los Garzones, Colombia
0.0001063174 YHP Poplar Hill Airport, Canada
0.0001062918 VII Vinh Airport, Vietnam
0.0001062758 MCX Uytash, Russia
0.0001062247 YNB Yenbo, Saudi Arabia
0.000106035 HMB Sohag International, Egypt
0.0001059427 KWM Kowanyama Airport, Australia
0.0001059427 EDR Pormpuraaw Airport, Australia
0.0001058995 PCR Puerto Carreno, Colombia
0.0001058995 PDA Obando Airport, Colombia
0.0001058627 BUS Batumi, Georgia
0.0001057297 JHM Kapalua, United States
0.0001056797 GRQ Eelde, Netherlands
0.0001056251 GRP Gurupi Airport, Brazil
0.0001055725 CAW Bartolomeu Lisandro, Brazil
0.0001055228 SMR Simon Bolivar, Colombia
0.0001054735 GPA Araxos, Greece
0.0001052742 LUQ San Luis, Argentina
0.0001052668 UGC Urgench Airport, Uzbekistan
0.0001052521 VFA Victoria Falls Intl, Zimbabwe
0.0001052411 MWZ Mwanza, Tanzania
0.0001052099 STS Charles M Schulz Sonoma Co, United States
0.0001050536 UTH Udon Thani, Thailand
0.0001049357 REX General Lucio Blanco Intl, Mexico
0.0001048648 IXM Madurai, India
0.0001048057 UDR Udaipur, India
0.0001047808 TAK Takamatsu, Japan
0.0001047454 PMZ Palmar Sur, Costa Rica
0.0001046945 YKA Kamloops, Canada
0.0001045262 CVU Corvo Airport, Portugal
0.0001044487 INZ In Salah, Algeria
0.000104401 ZLO Playa De Oro Intl, Mexico
0.0001043786 GWT Westerland Sylt, Germany
0.0001043763 TLM Zenata, Algeria
0.0001043143 IAG Niagara Falls Intl, United States
0.0001042181 OAX Xoxocotlan Intl, Mexico
0.0001041787 ORI Port Lions Airport, United States
0.0001041499 KCZ Kochi, Japan
0.0001041436 INN Innsbruck, Austria
0.0001040691 YQZ Quesnel, Canada
0.0001040463 DNK Dnipropetrovsk Intl, Ukraine
0.0001040427 RDZ Marcillac, France
0.000103976 GEO Cheddi Jagan Intl, Guyana
0.0001039236 LRR Lar Airport, Iran
0.0001038544 RSA Santa Rosa, Argentina
0.0001037025 CFB Cabo Frio International Airport, Brazil
0.0001035684 UCT Ukhta, Russia
0.0001035646 CHO Charlottesville-Albemarle, United States
0.0001035278 YUB Tuktoyaktuk, Canada
0.0001035278 YPC Paulatuk, Canada
0.0001035006 MFE Mc Allen Miller Intl, United States
0.0001033855 LWS Lewiston Nez Perce Co, United States
0.0001032842 VVZ Illizi Takhamalt, Algeria
0.0001032025 KDI Wolter Monginsidi, Indonesia
0.000103138 EBA Marina Di Campo, Italy
0.0001030232 CLM William R Fairchild International Airport, United States
0.000102875 AEY Akureyri, Iceland
0.000102875 EGS Egilsstadir, Iceland
0.000102875 IFJ Isafjordur, Iceland
0.0001028194 ADU Ardabil Airport, Iran
0.0001027787 ISU Sulaymaniyah International Airport, Iraq
0.0001026839 SYY Stornoway, United Kingdom
0.0001026188 AJR Arvidsjaur, Sweden
0.0001025685 MQP Kruger Mpumalanga International Airport, South Africa
0.0001024607 LBS Labasa Airport, Fiji
0.0001024607 KDV Vunisea Airport, Fiji
0.0001024579 HSN Zhoushan Airport, China
0.0001024364 SKT Sialkot Airport, Pakistan
0.0001023666 PPV Port Protection Seaplane Base, United States
0.0001023666 WWP North Whale Seaplane Base, United States
0.0001023197 UEL Quelimane, Mozambique
0.000102218 VQS Vieques Airport, Puerto Rico
0.0001022132 IXD Allahabad, India
0.0001022035 KGE Kagau Island Airport, Solomon Islands
0.0001022035 BAS Ballalae Airport, Solomon Islands
0.0001022035 CHY Choiseul Bay Airport, Solomon Islands
0.0001021424 PBH Paro, Bhutan
0.0001020722 IXL Leh, India
0.0001020214 YDP Nain Airport, Canada
0.0001019253 PTH Port Heiden Airport, United States
0.0001019253 KLL Levelock Airport, United States
0.0001019253 KCQ Chignik Lake Airport, United States
0.0001019253 EGX Egegik Airport, United States
0.0001019253 PIP Pilot Point Airport, United States
0.0001019171 YFH Fort Hope Airport, Canada
0.0001018722 NBC Begishevo, Russia
0.0001018553 SZZ Goleniow, Poland
0.0001018368 GFN Grafton Airport, Australia
0.0001017256 YFS Fort Simpson, Canada
0.0001016482 CCK Cocos Keeling Island Airport, Cocos (Keeling) Islands
0.0001015365 LAN Capital City, United States
0.0001013131 SDD Lubango, Angola
0.0001012947 TME Tame, Colombia
0.0001012947 RVE Los Colonizadores Airport, Colombia
0.0001012197 NPL New Plymouth, New Zealand
0.0001012197 TRG Tauranga, New Zealand
0.0001012197 BHE Woodbourne, New Zealand
0.0001012197 NPE Napier, New Zealand
0.0001011374 GPT Gulfport-Biloxi, United States
0.0001011348 NIB Nikolai Airport, United States
0.0001011348 TCT Takotna Airport, United States
0.0001011115 YYD Smithers, Canada
0.0001010564 LRD Laredo Intl, United States
0.0001008956 ABX Albury, Australia
0.0001008309 AAE Annaba, Algeria
0.0001008275 PBC Hermanos Serdan Intl, Mexico
0.0001007369 UYN Yulin Airport, China
0.000100714 FON Arenal Airport, Costa Rica
0.000100622 LTI Altai Airport, Mongolia
0.000100622 BYN Bayankhongor Airport, Mongolia
0.0001006172 BIR Biratnagar, Nepal
0.0001006172 TMI Tumling Tar, Nepal
0.0001006168 BGR Bangor Intl, United States
0.0001006062 SDV Sde Dov, Israel
0.0001005605 AOJ Aomori, Japan
0.0001005224 HDF Heringsdorf Airport, Germany
0.0001004651 YBP Yibin, China
0.0001004387 DJB Sultan Thaha, Indonesia
0.000100428 PGK Depati Amir, Indonesia
0.0001004173 TKG Radin Inten II (Branti) Airport, Indonesia
0.0001003936 LEQ Land's End / St. Just Airport, United Kingdom
0.0001003484 TKU Turku, Finland
0.0001001767 BZR Vias, France
0.0001001704 IAM In Amenas, Algeria
0.0001000837 TOF Tomsk Bogashevo Airport, Russia
9.99824e-05 RBQ Rurrenabaque Airport, Bolivia
9.99089e-05 PZH Zhob, Pakistan
9.98327e-05 MLL Marshall Don Hunter Sr. Airport, United States
9.98327e-05 GNU Goodnews Airport, United States
9.97836e-05 JMU Jiamusi Airport, China
9.97617e-05 HLA Lanseria, South Africa
9.97136e-05 DPL Dipolog, Philippines
9.96673e-05 MOV Moranbah Airport, Australia
9.95879e-05 XIL Xilinhot Airport, China
9.94539e-05 ASV Amboseli Airport, Kenya
9.94539e-05 UKA Ukunda Airport, Kenya
9.93927e-05 NJF Al Najaf International Airport, Iraq
9.90935e-05 ZEL Bella Bella Airport, Canada
9.9072e-05 ZQW Zweibruecken, Germany
9.90707e-05 HOV Hovden, Norway
9.90052e-05 CUC Camilo Daza, Colombia
9.89729e-05 BFN Bloemfontein Intl, South Africa
9.89454e-05 DCM Mazamet, France
9.87839e-05 HOD Hodeidah Intl, Yemen
9.87129e-05 GPZ Grand Rapids Itasca County, United States
9.86997e-05 ZNA Nanaimo Harbour Water Airport, Canada
9.85952e-05 HAA Hasvik, Norway
9.85813e-05 PNL Pantelleria, Italy
9.84193e-05 PDS Piedras Negras Intl, Mexico
9.83234e-05 CMW Ignacio Agramonte Intl, Cuba
9.81842e-05 GRJ George, South Africa
9.81644e-05 BHS Bathurst Airport, Australia
9.81644e-05 GFF Griffith Airport, Australia
9.81644e-05 NRA Narrandera Airport, Australia
9.81644e-05 PKE Parkes Airport, Australia
9.81628e-05 GKA Goroka, Papua New Guinea
9.80065e-05 DBO Dubbo, Australia
9.79549e-05 RVK Ryum Airport, Norway
9.78729e-05 NDG Qiqihar Sanjiazi Airport, China
9.77547e-05 TLN Le Palyvestre, France
9.76857e-05 MOB Mobile Rgnl, United States
9.76746e-05 GLH Mid Delta Regional Airport, United States
9.76056e-05 MOC Mario Ribeiro, Brazil
9.75052e-05 VLL Valladolid, Spain
9.74255e-05 CJJ Cheongju International Airport, South Korea
9.74107e-05 VPS Eglin Afb, United States
9.73339e-05 SCN Saarbrucken, Germany
9.73184e-05 CYB Gerrard Smith Intl, Cayman Islands
9.72218e-05 LMM Valle Del Fuerte Intl, Mexico
9.70915e-05 BJA Soummam, Algeria
9.70566e-05 VCA Trà Nóc Airport, Vietnam
9.6991e-05 CUF Levaldigi, Italy
9.69429e-05 KYK Karuluk Airport, United States
9.69429e-05 KZB Zachar Bay Seaplane Base, United States
9.69377e-05 LSA Losuia Airport, Papua New Guinea
9.69377e-05 MIS Misima Island Airport, Papua New Guinea
9.69295e-05 ZUM Churchill Falls Airport, Canada
9.68778e-05 TAE Daegu Ab, South Korea
9.68272e-05 INH Inhambane, Mozambique
9.67053e-05 JUJ Jujuy, Argentina
9.66971e-05 AXP Spring Point, Bahamas
9.66971e-05 CRI Colonel Hill Airport, Bahamas
9.65833e-05 FSP St Pierre, Saint Pierre and Miquelon
9.65829e-05 KVG Kavieng Airport, Papua New Guinea
9.65829e-05 BUA Buka Airport, Papua New Guinea
9.64631e-05 GRB Austin Straubel Intl, United States
9.64568e-05 CPQ Amarais Airport, Brazil
9.6413e-05 GFK Grand Forks Intl, United States
9.63979e-05 EZS Elazig, Turkey
9.63979e-05 DIY Diyarbakir, Turkey
9.63603e-05 MEG Malanje, Angola
9.63603e-05 VHC Saurimo, Angola
9.61343e-05 ARU Aracatuba, Brazil
9.61263e-05 LBC Lubeck Blankensee, Germany
9.61029e-05 MEC Eloy Alfaro Intl, Ecuador
9.57729e-05 CPV Presidente Joao Suassuna, Brazil
9.5594e-05 JDH Jodhpur, India
9.51638e-05 LBU Labuan, Malaysia
9.51175e-05 BMV Buon Ma Thuot Airport, Vietnam
9.51046e-05 YOJ High Level, Canada
9.51046e-05 YOP Rainbow Lake Airport, Canada
9.50654e-05 DGO Durango Intl, Mexico
9.50487e-05 ETZ Metz Nancy Lorraine, France
9.49737e-05 ERN Amaury Feitosa Tomaz Airport, Brazil
9.49611e-05 AGT Ciudad del Este, Paraguay
9.49391e-05 BVE La Roche, France
9.48619e-05 RBB Borba Airport, Brazil
9.48104e-05 MYU Mekoryuk Airport, United States
9.4787e-05 KSN Kostanay West Airport, Kazakhstan
9.47661e-05 DIL Presidente Nicolau Lobato Intl, East Timor
9.47415e-05 YYU Kapuskasing, Canada
9.46333e-05 ASF Astrakhan, Russia
9.45843e-05 FUJ Fukue, Japan
9.45754e-05 ILM Wilmington Intl, United States
